anime_id,title,status,aired_string,score,scored_by,rank,popularity,members,genre
11013,Inu x Boku SS,Finished Airing,"Jan 13, 2012 to Mar 30, 2012",7.63,139250.0,1274.0,231.0,283882.0,"Comedy, Supernatural, Romance, Shounen"
2104,Seto no Hanayome,Finished Airing,"Apr 2, 2007 to Oct 1, 2007",7.89,91206.0,727.0,366.0,204003.0,"Comedy, Parody, Romance, School, Shounen"
5262,Shugo Chara!! Doki,Finished Airing,"Oct 4, 2008 to Sep 25, 2009",7.55,37129.0,1508.0,1173.0,70127.0,"Comedy, Magic, School, Shoujo"
721,Princess Tutu,Finished Airing,"Aug 16, 2002 to May 23, 2003",8.21,36501.0,307.0,916.0,93312.0,"Comedy, Drama, Magic, Romance, Fantasy"
12365,Bakuman. 3rd Season,Finished Airing,"Oct 6, 2012 to Mar 30, 2013",8.67,107767.0,50.0,426.0,182765.0,"Comedy, Drama, Romance, Shounen"
6586,Yume-iro Pâtissière,Finished Airing,"Oct 4, 2009 to Sep 26, 2010",8.03,21618.0,526.0,1630.0,45625.0,"Kids, School, Shoujo"
178,Ultra Maniac,Finished Airing,"May 20, 2003 to Nov 11, 2003",7.26,9663.0,2594.0,2490.0,22778.0,"Magic, Comedy, Romance, School, Shoujo"
2787,Shakugan no Shana II (Second),Finished Airing,"Oct 5, 2007 to Mar 28, 2008",7.72,126085.0,1066.0,332.0,220591.0,"Action, Drama, Fantasy, Romance, School, Supernatural"
4477,Nodame Cantabile: Paris-hen,Finished Airing,"Oct 10, 2008 to Dec 19, 2008",8.24,53908.0,281.0,988.0,85660.0,"Music, Slice of Life, Comedy, Romance, Josei"
853,Ouran Koukou Host Club,Finished Airing,"Apr 5, 2006 to Sep 27, 2006",8.34,335137.0,205.0,69.0,538843.0,"Comedy, Harem, Romance, School, Shoujo"
4814,Junjou Romantica 2,Finished Airing,"Oct 12, 2008 to Dec 28, 2008",8.15,66565.0,374.0,799.0,108186.0,"Comedy, Drama, Romance, Shounen Ai"
7054,Kaichou wa Maid-sama!,Finished Airing,"Apr 2, 2010 to Sep 24, 2010",8.2,315130.0,314.0,71.0,531292.0,"Comedy, Romance, School, Shoujo"
11123,Sekaiichi Hatsukoi 2,Finished Airing,"Oct 8, 2011 to Dec 24, 2011",8.23,53285.0,288.0,945.0,89543.0,"Comedy, Drama, Romance, Shounen Ai"
14227,Tonari no Kaibutsu-kun,Finished Airing,"Oct 2, 2012 to Dec 25, 2012",7.71,281448.0,1093.0,88.0,482105.0,"Slice of Life, Comedy, Romance, School, Shoujo"
269,Bleach,Finished Airing,"Oct 5, 2004 to Mar 27, 2012",7.9,433097.0,693.0,18.0,819284.0,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen"
59,Chobits,Finished Airing,"Apr 3, 2002 to Sep 25, 2002",7.53,175388.0,1546.0,188.0,317641.0,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen"
6045,Kimi ni Todoke,Finished Airing,"Oct 7, 2009 to Mar 31, 2010",8.13,212710.0,400.0,111.0,417136.0,"Slice of Life, Drama, Romance, School, Shoujo"
1735,Naruto: Shippuuden,Finished Airing,"Feb 15, 2007 to Mar 23, 2017",8.18,385179.0,337.0,20.0,794112.0,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen"
210,Ranma ½,Finished Airing,"Apr 15, 1989 to Sep 25, 1992",7.85,59911.0,802.0,623.0,134537.0,"Slice of Life, Comedy, Martial Arts, Fantasy"
4224,Toradora!,Finished Airing,"Oct 2, 2008 to Mar 26, 2009",8.39,557898.0,174.0,13.0,910373.0,"Slice of Life, Comedy, Romance, School"
10030,Bakuman. 2nd Season,Finished Airing,"Oct 1, 2011 to Mar 24, 2012",8.49,122090.0,108.0,374.0,201720.0,"Comedy, Drama, Romance, Shounen"
74,Gakuen Alice,Finished Airing,"Oct 30, 2004 to May 14, 2005",7.77,33244.0,941.0,1291.0,62951.0,"Comedy, School, Shoujo, Super Power"
4722,Skip Beat!,Finished Airing,"Oct 6, 2008 to Mar 30, 2009",8.24,90699.0,282.0,488.0,164738.0,"Comedy, Drama, Romance, Shoujo"
14397,Chihayafuru 2,Finished Airing,"Jan 12, 2013 to Jun 29, 2013",8.47,62720.0,116.0,757.0,114340.0,"Drama, Game, Josei, School, Slice of Life, Sports"
1557,Shounen Onmyouji,Finished Airing,"Oct 3, 2006 to Mar 13, 2007",7.68,14619.0,1158.0,1793.0,39422.0,"Action, Magic, Fantasy, Supernatural, Demons, Historical, Shoujo"
10800,Chihayafuru,Finished Airing,"Oct 5, 2011 to Mar 28, 2012",8.29,89081.0,246.0,348.0,213902.0,"Drama, Game, Josei, School, Slice of Life, Sports"
3731,Itazura na Kiss,Finished Airing,"Apr 5, 2008 to Sep 25, 2008",7.7,91187.0,1108.0,473.0,170224.0,"Comedy, Romance, Shoujo"
9513,Beelzebub,Finished Airing,"Jan 9, 2011 to Mar 25, 2012",8.02,136105.0,528.0,208.0,302082.0,"Action, Comedy, Demons, Supernatural, School, Shounen"
5835,Hanasakeru Seishounen,Finished Airing,"Apr 5, 2009 to Feb 14, 2010",7.87,16772.0,753.0,1654.0,44633.0,"Drama, Romance, Shoujo"
9863,SKET Dance,Finished Airing,"Apr 7, 2011 to Sep 27, 2012",8.33,44132.0,213.0,646.0,130264.0,"Comedy, School, Shounen"
7817,B-gata H-kei,Finished Airing,"Apr 2, 2010 to Jun 18, 2010",7.1,142827.0,3193.0,285.0,244791.0,"Comedy, Romance, Ecchi, School, Seinen"
966,Crayon Shin-chan,Currently Airing,"Apr 13, 1992 to ?",7.73,17683.0,1032.0,1937.0,34788.0,"Slice of Life, Comedy, Ecchi, School, Seinen"
120,Fruits Basket,Finished Airing,"Jul 5, 2001 to Dec 27, 2001",7.77,167968.0,939.0,222.0,292572.0,"Slice of Life, Comedy, Drama, Romance, Fantasy, Shoujo"
957,Saiunkoku Monogatari,Finished Airing,"Apr 8, 2006 to Feb 24, 2007",8.04,23467.0,512.0,1313.0,61739.0,"Adventure, Fantasy, Comedy, Romance, Historical, Drama"
21,One Piece,Currently Airing,"Oct 20, 1999 to ?",8.54,423868.0,91.0,35.0,720133.0,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen"
1974,Glass no Kamen (2005),Finished Airing,"Apr 6, 2005 to Mar 29, 2006",8.18,7348.0,333.0,2523.0,22123.0,"Drama, Shoujo"
857,Air Gear,Finished Airing,"Apr 5, 2006 to Sep 27, 2006",7.64,126326.0,1233.0,297.0,235764.0,"Action, Comedy, Ecchi, Shounen, Sports"
1914,Saiunkoku Monogatari 2nd Season,Finished Airing,"Apr 7, 2007 to Mar 8, 2008",8.16,11924.0,362.0,2233.0,27481.0,"Adventure, Comedy, Drama, Fantasy, Historical, Romance"
249,InuYasha,Finished Airing,"Oct 16, 2000 to Sep 13, 2004",7.9,181978.0,697.0,141.0,371313.0,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen"
6645,Chu-Bra!!,Finished Airing,"Jan 4, 2010 to Mar 22, 2010",6.3,16688.0,6380.0,1858.0,37256.0,"Ecchi, Comedy, School, Seinen"
5690,Nodame Cantabile Finale,Finished Airing,"Jan 15, 2010 to Mar 26, 2010",8.34,47983.0,203.0,995.0,84808.0,"Comedy, Josei, Music, Romance"
1571,Ghost Hunt,Finished Airing,"Oct 4, 2006 to Mar 28, 2007",7.92,69224.0,656.0,527.0,152490.0,"Comedy, Horror, Mystery, Shoujo, Supernatural"
11759,Accel World,Finished Airing,"Apr 7, 2012 to Sep 22, 2012",7.53,236083.0,1545.0,103.0,433343.0,"Action, Game, Sci-Fi, Romance, School"
7674,Bakuman.,Finished Airing,"Oct 2, 2010 to Apr 2, 2011",8.32,167429.0,216.0,172.0,332666.0,"Comedy, Drama, Romance, Shounen"
1698,Nodame Cantabile,Finished Airing,"Jan 12, 2007 to Jun 15, 2007",8.41,87363.0,163.0,381.0,198927.0,"Music, Slice of Life, Comedy, Drama, Romance, Josei"
14713,Kamisama Hajimemashita,Finished Airing,"Oct 2, 2012 to Dec 25, 2012",8.14,138954.0,383.0,259.0,266342.0,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo"
232,Cardcaptor Sakura,Finished Airing,"Apr 7, 1998 to Mar 21, 2000",8.21,121898.0,297.0,292.0,237669.0,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo"
233,Daa! Daa! Daa!,Finished Airing,"Mar 28, 2000 to Feb 26, 2002",7.78,6598.0,919.0,3045.0,15211.0,"Comedy, Sci-Fi, Shoujo"
9656,Kimi ni Todoke 2nd Season,Finished Airing,"Jan 12, 2011 to Mar 30, 2011",8.12,133548.0,412.0,322.0,224494.0,"Slice of Life, Drama, Romance, School, Shoujo"
9926,Sekaiichi Hatsukoi,Finished Airing,"Apr 9, 2011 to Jun 25, 2011",8.07,69250.0,469.0,701.0,121752.0,"Comedy, Drama, Romance, Shounen Ai"
2564,Code-E,Finished Airing,"Jul 4, 2007 to Sep 19, 2007",6.49,5866.0,5635.0,3214.0,13818.0,"Comedy, Romance, School, Sci-Fi, Slice of Life"
3092,Junjou Romantica,Finished Airing,"Apr 11, 2008 to Jun 27, 2008",7.99,86423.0,568.0,568.0,146369.0,"Comedy, Drama, Romance, Shounen Ai"
1579,Kiniro no Corda: Primo Passo,Finished Airing,"Oct 2, 2006 to Mar 26, 2007",7.63,36820.0,1273.0,1138.0,72255.0,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo"
32370,D.Gray-man Hallow,Finished Airing,"Jul 5, 2016 to Sep 27, 2016",7.92,40618.0,655.0,795.0,108764.0,"Action, Adventure, Super Power, Demons, Shounen"
11547,Sengoku☆Paradise Kiwami,Finished Airing,"Oct 4, 2011 to Mar 27, 2012",6.2,609.0,6763.0,5316.0,3989.0,"Action, Comedy, Drama, Historical, Romance, Samurai, Shoujo"
7518,Boku wa Kuma,Finished Airing,"Oct 2, 2006",5.79,690.0,7814.0,8069.0,1111.0,"Kids, Music, Slice of Life"
7605,Parasol Henbei,Finished Airing,"Oct 2, 1989 to Jan 28, 1991",6.39,94.0,6043.0,10418.0,309.0,"Adventure, Comedy, Fantasy, Kids, Magic"
9389,Ginga Hyouryuu Vifam: Kieta 12-nin,Finished Airing,"Feb 25, 1985",6.29,102.0,6435.0,10547.0,285.0,"Sci-Fi, Adventure, Space, Mecha"
34152,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,Finished Airing,"Jan 12, 2017",7.4,15423.0,2049.0,2044.0,31844.0,"Action, Mystery, Horror, Psychological"
9998,Chuuhai Lemon: Love 30s - Ame ni Nurete mo,Finished Airing,"Oct 21, 1985",6.0,28.0,9895.0,11667.0,165.0,"Police, Comedy, Romance, Drama"
153,Juuni Kokuki,Finished Airing,"Apr 9, 2002 to Aug 30, 2003",8.13,28791.0,399.0,1016.0,82925.0,"Action, Adventure, Fantasy, Magic, Supernatural"
27417,Diabolik Lovers OVA,Finished Airing,"Feb 26, 2015",6.04,9290.0,7260.0,2721.0,19268.0,"Harem, School, Vampire, Shoujo"
23903,Tuzki: Love Assassin,Finished Airing,"Feb 12, 2014",5.87,237.0,7654.0,9602.0,482.0,"Comedy, Romance"
13247,Lupin III: Lupin Ikka Seizoroi,Finished Airing,"Mar 28, 2012",6.87,676.0,4041.0,6950.0,1926.0,"Adventure, Comedy, Seinen"
33398,Neko Konogoro,Currently Airing,"Jun 8, 2016 to ?",3.44,18.0,11426.0,10123.0,361.0,Comedy
1051,Ao no 6-gou,Finished Airing,"Oct 25, 1998 to Mar 25, 2000",7.14,16149.0,3026.0,1950.0,34469.0,"Action, Adventure, Mecha, Military, Sci-Fi"
12447,Ben-To Picture Drama,Finished Airing,"Dec 21, 2011 to May 16, 2012",6.15,2806.0,6924.0,3977.0,8265.0,Comedy
3294,Gasshin Sentai Mechander Robo,Finished Airing,"Mar 3, 1977 to Dec 29, 1977",6.17,79.0,6851.0,9869.0,412.0,"Space, Mecha, Military, Mystery, Sci-Fi"
1381,Seikai no Monshou Special,Finished Airing,"Apr 7, 2000",7.35,1050.0,2254.0,6165.0,2758.0,"Action, Military, Romance, Sci-Fi, Space"
8022,Tegamibachi Gakuen,Finished Airing,"Jan 27, 2010 to Jul 23, 2010",7.42,1911.0,1953.0,4119.0,7644.0,Comedy
32666,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,Finished Airing,"Feb 10, 2016",4.32,22.0,11629.0,12944.0,102.0,Comedy
33775,Soul Buster,Finished Airing,"Oct 4, 2016 to Dec 11, 2016",5.91,4687.0,7553.0,2963.0,16223.0,"Action, Samurai"
20667,Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,Finished Airing,"Sep 6, 2001",5.86,315.0,7674.0,8025.0,1143.0,"Mecha, Military"
35277,Nanumu no Ie,Finished Airing,1995,4.86,7.0,11408.0,13987.0,49.0,"Drama, Historical"
14353,Death Billiards,Finished Airing,"Mar 2, 2013",8.01,81162.0,542.0,637.0,132203.0,"Game, Mystery, Psychological, Drama, Thriller"
32747,Fake Style II,Finished Airing,"Aug 1, 2014",5.85,103.0,7689.0,11594.0,174.0,Music
5235,Live On Cardliver Kakeru,Finished Airing,"Oct 5, 2008 to Sep 27, 2009",6.86,97.0,4074.0,9003.0,673.0,"Game, Fantasy"
8154,Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,Finished Airing,"Jul 12, 1986",6.17,60.0,6853.0,10204.0,342.0,"Adventure, Comedy, Fantasy, Horror, Supernatural"
26443,Triage X,Finished Airing,"Apr 9, 2015 to Jun 11, 2015",6.41,34990.0,5978.0,1025.0,81824.0,"Action, Adventure, Ecchi, Shounen"
16251,Shinkai no Kantai: Submarine 707,Finished Airing,"Jan 10, 1997",5.73,120.0,7936.0,9879.0,412.0,"Action, Adventure, Military, Sci-Fi"
6777,Densha Kamo Shirenai,Finished Airing,"Jun, 2002",5.62,395.0,8152.0,9124.0,632.0,Music
35594,Ylion to Callysia,Finished Airing,"Jun 4, 2017",5.86,7.0,12762.0,10399.0,313.0,"Action, Fantasy"
36847,Nanatsu no Bitoku,Finished Airing,"Jan 27, 2018 to Mar 31, 2018",5.2,4722.0,8835.0,2533.0,22001.0,"Ecchi, Fantasy"
32561,Hai to Gensou no Grimgar Special,Finished Airing,"Mar 16, 2016",6.65,16293.0,4965.0,2146.0,29209.0,Comedy
24275,Medamayaki no Kimi Itsu Tsubusu?,Finished Airing,"Aug 5, 2014 to Aug 8, 2014",5.92,161.0,7526.0,8668.0,811.0,"Comedy, Seinen"
29363,Watashi no Ashinaga Ojisan Specials,Finished Airing,"May, 2001",6.41,37.0,12656.0,11258.0,199.0,"Comedy, Romance, School, Shoujo, Slice of Life"
3669,Duel Masters Movie 1: Yami no Shiro no Maryuuou,Finished Airing,"Mar 12, 2005",5.96,333.0,7431.0,8482.0,896.0,"Adventure, Kids"
1811,Bounty Dog: Getsumen no Ibu,Finished Airing,"Oct 1, 1994 to Nov 1, 1994",5.63,953.0,8135.0,6716.0,2147.0,"Action, Sci-Fi, Space"
5036,Hurricane Live! 2033,Finished Airing,"Jun 27, 1990",6.73,368.0,4624.0,7924.0,1199.0,Music
9690,Densetsu no Yuusha no Densetsu: Iris Report,Finished Airing,"Oct 14, 2010",6.6,7177.0,5192.0,3179.0,14153.0,"Action, Adventure, Fantasy, Magic, Shounen"
812,Chikyuu Shoujo Arjuna,Finished Airing,"Jan 9, 2001 to Mar 27, 2001",6.95,8111.0,3731.0,2600.0,21106.0,"Adventure, Drama, Magic, Sci-Fi"
19849,Peeping Life 5.0ch,Finished Airing,"Feb 3, 2012",5.51,59.0,8359.0,10532.0,290.0,"Comedy, Slice of Life"
7791,K-On!!,Finished Airing,"Apr 7, 2010 to Sep 29, 2010",8.14,178001.0,383.0,183.0,322621.0,"Comedy, Music, School, Slice of Life"
11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,Finished Airing,"May 20, 2006",7.13,2588.0,3092.0,4395.0,6463.0,"Adventure, Comedy, Fantasy, Kids"
8726,Soredemo Machi wa Mawatteiru,Finished Airing,"Oct 8, 2010 to Dec 24, 2010",7.47,14763.0,1744.0,1826.0,38419.0,"Comedy, Slice of Life"
20229,Makkuro na Obentou,Finished Airing,"Jun 12, 1990",7.89,9.0,11140.0,11647.0,169.0,"Drama, Historical"
33155,Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya,Finished Airing,"Sep 25, 2013",6.24,485.0,6612.0,6987.0,1890.0,"Action, School"
10869,Scan2Go,Finished Airing,"Aug 9, 2010 to Mar 29, 2011",6.23,392.0,6660.0,8158.0,1062.0,"Cars, Kids, Shounen, Space, Sports"
12589,3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,Finished Airing,"Aug 14, 1993",6.14,73.0,6954.0,10118.0,358.0,"Adventure, Kids"
15813,Majokko Shimai no Yoyo to Nene,Finished Airing,"Dec 28, 2013",7.57,4073.0,1431.0,3511.0,11187.0,"Fantasy, Magic"
33462,Bernard-jou Iwaku.,Finished Airing,"Oct 7, 2016 to Dec 23, 2016",6.03,5918.0,7274.0,3130.0,14460.0,"Comedy, School"
12569,Himitsu no Akko-chan (Movie),Finished Airing,"Mar 13, 1989",6.0,92.0,7349.0,10351.0,323.0,"Magic, School, Shoujo"
34908,Calihara no Uta,Finished Airing,"May 10, 2014",5.56,64.0,8261.0,12271.0,134.0,"Music, Kids"
1586,Aoi Umi no Tristia,Finished Airing,"Apr 23, 2004 to Jul 23, 2004",5.81,1221.0,7768.0,6326.0,2569.0,"Adventure, Mecha"
1778,Dae Jang Geum: Jang Geum's Dream,Finished Airing,"Oct 29, 2005 to Apr 29, 2006",7.22,454.0,2710.0,7079.0,1799.0,"Adventure, Comedy, Historical"
20057,Space☆Dandy,Finished Airing,"Jan 5, 2014 to Mar 27, 2014",7.88,75431.0,748.0,468.0,171855.0,"Sci-Fi, Space, Comedy"
18637,Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou,Finished Airing,"Sep 13, 2003",6.3,121.0,6416.0,9331.0,556.0,"Action, Mecha, Super Power, Sci-Fi, Shounen"
6828,Ohi-sama to Kaeru,Finished Airing,1936,4.2,244.0,9424.0,9730.0,445.0,Comedy
30347,Nanatsu no Taizai OVA,Finished Airing,"Jun 17, 2015 to Aug 12, 2015",7.77,34252.0,949.0,1245.0,65495.0,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen"
14249,Ribbon no Kishi (1999),Finished Airing,"Dec 4, 1999",6.14,54.0,6976.0,10857.0,243.0,Adventure
18893,Aoki Hagane no Arpeggio: Ars Nova,Finished Airing,"Oct 8, 2013 to Dec 24, 2013",7.5,48992.0,1623.0,821.0,105762.0,"Action, Sci-Fi, Seinen"
35334,ClassicaLoid 2nd Season,Finished Airing,"Oct 7, 2017 to Mar 24, 2018",6.47,855.0,5712.0,5092.0,4497.0,"Music, Comedy"
3164,Ichigo Ichie: Koibana Tomobana,Finished Airing,"Oct 20, 2007 to Jan 26, 2008",6.81,48.0,10544.0,10404.0,311.0,"Slice of Life, Comedy, School"
2632,Doraemon: Time Machine de Oshougatsu,Finished Airing,"Jan 1, 1980",6.84,265.0,4139.0,8833.0,737.0,"Sci-Fi, Adventure, Comedy, Kids, Shounen"
2199,Chirin no Suzu,Finished Airing,"Mar 11, 1978",7.17,2361.0,2916.0,4822.0,5161.0,"Adventure, Drama, Fantasy"
1286,MD Geist II: Death Force,Finished Airing,"Mar 1, 1996",5.13,3115.0,8910.0,4815.0,5168.0,"Mecha, Military, Sci-Fi"
34561,Re:Creators,Finished Airing,"Apr 8, 2017 to Sep 16, 2017",7.69,74531.0,1138.0,347.0,214467.0,"Action, Sci-Fi, Fantasy"
515,Hajimari no Boukensha-tachi: Legend of Crystania,Finished Airing,"Jul 29, 1995",6.12,1466.0,7025.0,5670.0,3423.0,"Action, Adventure, Fantasy, Magic, Supernatural"
33907,Magical Music Train,Finished Airing,"Aug 6, 2009",4.7,75.0,9266.0,12390.0,129.0,Music
238,Rekka no Honoo,Finished Airing,"Jul 19, 1997 to Jul 10, 1998",7.42,18254.0,1948.0,1730.0,41792.0,"Action, Adventure, Martial Arts, Shounen, Super Power"
5990,Cosmic Fantasy: Ginga Mehyou no Wana,Finished Airing,"Aug 25, 1994",5.63,135.0,8137.0,9763.0,438.0,"Action, Sci-Fi, Space, Comedy, Romance, Fantasy"
27989,Hibike! Euphonium,Finished Airing,"Apr 8, 2015 to Jul 1, 2015",8.02,94024.0,530.0,367.0,203942.0,"Music, School, Drama"
36838,Gintama.: Shirogane no Tamashii-hen,Finished Airing,"Jan 8, 2018 to Mar 26, 2018",8.85,14981.0,25.0,1724.0,42265.0,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen"
1200,Gun-dou Musashi,Finished Airing,"Apr 9, 2006 to Oct 8, 2006",6.06,476.0,7203.0,4956.0,4777.0,"Adventure, Samurai, Fantasy"
2769,Galactic Patrol Lensman,Finished Airing,"Oct 6, 1984 to Mar 30, 1985",6.49,113.0,5635.0,8990.0,680.0,"Action, Adventure, Sci-Fi"
24031,Denki-gai no Honya-san,Finished Airing,"Oct 2, 2014 to Dec 18, 2014",7.27,34590.0,2517.0,1035.0,80620.0,"Comedy, Seinen, Slice of Life"
37421,MaxValu Kyushu,Finished Airing,"Nov, 2008",5.0,16.0,11197.0,14097.0,40.0,Slice of Life
3975,Uchi no 3 Shimai,Finished Airing,"Apr 8, 2008 to Dec 28, 2010",6.66,38.0,12542.0,10281.0,334.0,"Comedy, Slice of Life"
29583,Kuroko no Basket: Oshaberi Demo Shimasen ka,Finished Airing,"Dec 25, 2014",7.35,5239.0,2241.0,3379.0,12252.0,"Comedy, Sports, School, Shounen"
22839,Cross Road,Finished Airing,"Feb 25, 2014",7.5,18944.0,1629.0,1904.0,36029.0,"Slice of Life, School"
10935,Hourou Musuko Specials,Finished Airing,"Aug 24, 2011 to Sep 21, 2011",7.7,2401.0,1107.0,4512.0,6066.0,"Drama, School"
9880,Esper Mami: Hoshizora no Dancing Doll,Finished Airing,"Mar 12, 1988",6.16,86.0,6899.0,10402.0,311.0,"Fantasy, Shounen"
14007,"Akai Shouzou: Char, Soshite Frontal e",Finished Airing,"Aug 13, 2010",6.24,220.0,6614.0,8265.0,1004.0,"Drama, Mecha, Military, Sci-Fi, Shounen, Space"
17147,Gakkatsu! 2nd Season,Finished Airing,"Jan 16, 2013 to Sep 25, 2013",6.5,308.0,5598.0,7605.0,1399.0,"Comedy, School"
28023,Tsuru no Sugomori,Finished Airing,"Sep 1, 1971",7.17,6.0,12515.0,13378.0,82.0,Kids
22273,Selector Infected WIXOSS,Finished Airing,"Apr 4, 2014 to Jun 20, 2014",7.36,44138.0,2208.0,856.0,101587.0,"Game, Psychological"
33885,Hane (2016),Finished Airing,"Dec 25, 2015",5.68,106.0,8037.0,11421.0,186.0,Music
11769,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,Finished Airing,"Jan 24, 2012 to Mar 27, 2012",6.28,8677.0,6469.0,2624.0,20817.0,"Comedy, Ecchi, School, Seinen, Shoujo Ai"
3232,Bannou Bunka Neko-Musume Specials,Finished Airing,"Aug 1, 1999",6.61,433.0,5146.0,8070.0,1118.0,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen"
10250,Ultra B,Finished Airing,"Apr 5, 1987 to Mar 27, 1989",6.05,50.0,7250.0,11377.0,189.0,"Comedy, Super Power"
15771,Saint☆Oniisan (Movie),Finished Airing,"May 10, 2013",7.94,20831.0,634.0,1690.0,43396.0,"Comedy, Seinen, Slice of Life"
8986,Supernatural The Animation,Finished Airing,"Feb 23, 2011 to Apr 27, 2011",7.12,6103.0,3141.0,2509.0,22360.0,"Action, Demons, Horror, Supernatural"
3675,Andromeda Stories,Finished Airing,"Aug 22, 1982",5.97,318.0,7401.0,8226.0,1027.0,"Action, Drama, Fantasy, Sci-Fi, Space"
33337,ACCA: 13-ku Kansatsu-ka,Finished Airing,"Jan 10, 2017 to Mar 28, 2017",7.73,32925.0,1027.0,1064.0,77826.0,"Mystery, Police, Drama, Fantasy, Seinen"
1396,Future GPX Cyber Formula: Early Days Renewal,Finished Airing,"Apr 1, 1996 to Jun 1, 1996",6.48,88.0,5675.0,9896.0,406.0,"Drama, Sci-Fi, Shounen, Sports"
23855,Dennou Sentai Voogie's★Angel Gaiden: Susume! Super★Angels!,Finished Airing,"Aug 21, 1998 to Sep 19, 1998",5.13,23.0,9968.0,11653.0,168.0,"Action, Comedy, Mecha, Parody, Sci-Fi"
2687,Gokuu no Daibouken,Finished Airing,"Jan 7, 1967 to Sep 30, 1967",6.49,83.0,5637.0,9959.0,394.0,"Comedy, Fantasy"
29543,Kitty to Daniel no Suteki na Christmas,Finished Airing,"Nov 1, 1992",5.91,11.0,10906.0,13330.0,84.0,Kids
34350,Alice to Zouroku,Finished Airing,"Apr 2, 2017 to Jun 25, 2017",7.2,27215.0,2797.0,1135.0,72634.0,"Adventure, Mystery, Seinen"
36982,Micchiri Neko,Finished Airing,"Jan 4, 2018 to Mar 26, 2018",6.84,1228.0,4154.0,5286.0,4052.0,"Comedy, Kids"
534,Slayers,Finished Airing,"Apr 7, 1995 to Sep 29, 1995",7.85,42588.0,804.0,949.0,89198.0,"Adventure, Comedy, Demons, Magic, Fantasy"
32032,Seikaisuru Kado,Finished Airing,"Apr 7, 2017 to Jun 30, 2017",7.01,25496.0,3541.0,1133.0,72747.0,Sci-Fi
30694,Dragon Ball Super,Finished Airing,"Jul 5, 2015 to Mar 25, 2018",7.78,102780.0,922.0,278.0,250101.0,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
19889,Genshiken Nidaime Specials,Finished Airing,"Sep 4, 2013 to Dec 11, 2013",6.92,1668.0,3835.0,4881.0,4981.0,"Comedy, Parody, Slice of Life"
988,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,Finished Airing,"May 7, 2005 to Jul 23, 2005",6.28,131.0,6483.0,7949.0,1178.0,"Action, Comedy, Historical, Military, Samurai"
29389,Shiro Hon,Finished Airing,"Apr 2, 2007 to Dec 24, 2012",6.0,8.0,12104.0,13509.0,76.0,"Adventure, Kids"
14355,Yama no Susume,Finished Airing,"Jan 3, 2013 to Mar 21, 2013",6.82,14762.0,4256.0,1842.0,37639.0,"Adventure, Slice of Life, Comedy"
35240,Princess Principal,Finished Airing,"Jul 9, 2017 to Sep 24, 2017",7.71,33779.0,1085.0,922.0,92722.0,"Action, Mystery, Historical"
10197,Nyanpire The Animation,Finished Airing,"Jul 6, 2011 to Sep 21, 2011",6.78,11034.0,4413.0,2572.0,21460.0,"Comedy, Supernatural, Vampire"
15279,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,Finished Airing,"Mar 27, 2013",6.57,579.0,5335.0,7323.0,1599.0,Music
1587,Tenpou Ibun: Ayakashi Ayashi,Finished Airing,"Oct 7, 2006 to Mar 31, 2007",7.0,3288.0,3582.0,3394.0,12136.0,"Supernatural, Demons, Historical"
32621,Pokopon no Yukai na Saiyuuki,Finished Airing,"Jul 21, 1990",5.85,13.0,11790.0,13488.0,77.0,"Adventure, Fantasy, Kids, Magic, Martial Arts"
10588,Persona 4 the Animation,Finished Airing,"Oct 7, 2011 to Mar 30, 2012",7.63,76059.0,1278.0,479.0,167555.0,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School"
6922,Fate/stay night Movie: Unlimited Blade Works,Finished Airing,"Jan 23, 2010",7.53,77292.0,1549.0,609.0,136486.0,"Action, Fantasy, Magic, Supernatural"
